Date,Open,High,Low,Close,Adj Close,Volume
2019-06-14,194.000000,194.000000,192.500000,193.500000,184.234222,3063800
2019-06-17,193.000000,193.500000,191.000000,191.500000,182.329987,4333200
2019-06-18,191.000000,192.000000,187.500000,190.000000,180.901810,13675900
2019-06-19,191.500000,193.000000,191.000000,192.500000,183.282104,7222300
2019-06-20,193.000000,194.000000,192.500000,193.500000,184.234222,4594800
2019-06-21,193.500000,193.500000,191.000000,192.000000,182.806046,7131400
2019-06-24,192.500000,192.500000,189.500000,190.500000,181.377869,6138400
2019-06-25,190.000000,192.500000,189.500000,191.000000,181.853928,5800800
2019-06-26,189.500000,190.000000,188.500000,188.500000,179.473633,12345500
2019-06-27,189.000000,189.500000,188.000000,188.500000,179.473633,6302200
2019-06-28,188.000000,189.000000,188.000000,188.000000,178.997574,5288500
2019-07-01,189.500000,191.000000,188.500000,188.500000,179.473633,6817000
2019-07-02,188.500000,189.500000,188.000000,188.500000,179.473633,3797000
2019-07-03,188.500000,189.500000,188.000000,189.000000,179.949692,3524300
2019-07-04,189.000000,190.000000,187.000000,187.000000,178.045456,7623900
2019-07-05,187.000000,188.000000,187.000000,187.500000,178.521515,2385300
2019-07-08,187.000000,188.000000,186.000000,187.000000,178.045456,4352000
2019-07-09,186.500000,187.500000,186.500000,186.500000,177.569412,3169900
2019-07-10,187.000000,189.000000,187.000000,188.500000,179.473633,5012600
2019-07-11,189.500000,190.000000,187.500000,187.500000,178.521515,6218900
2019-07-12,188.500000,189.000000,187.500000,188.000000,178.997574,7905400
2019-07-15,187.500000,188.000000,185.000000,185.500000,176.617294,8036500
2019-07-17,184.500000,185.000000,183.500000,183.500000,174.713058,6457300
2019-07-18,183.000000,183.500000,180.000000,180.000000,171.380661,13115100
2019-07-19,181.500000,183.000000,180.000000,180.000000,171.380661,11335800
2019-07-22,180.000000,180.500000,178.500000,179.000000,170.428543,8070500
2019-07-23,178.500000,179.500000,177.000000,177.000000,168.524323,12349700
2019-07-24,178.000000,178.500000,177.500000,178.500000,169.952484,4556700
2019-07-25,178.500000,179.000000,177.000000,177.000000,168.524323,4639200
2019-07-26,177.000000,177.000000,174.000000,174.500000,166.144028,11245200
2019-07-30,175.000000,175.500000,172.000000,172.000000,163.763748,7282300
2019-07-31,172.000000,173.500000,172.000000,172.500000,164.239807,5191900
2019-08-01,172.000000,173.000000,172.000000,173.000000,164.715851,5193400
2019-08-02,172.500000,176.000000,172.500000,176.000000,167.572205,9460800
2019-08-05,175.000000,175.500000,172.500000,172.500000,164.239807,7810200
2019-08-06,172.000000,175.000000,170.500000,173.500000,165.191910,8382500
2019-08-07,173.500000,174.500000,166.000000,167.500000,159.479233,21156200
2019-08-08,168.000000,168.000000,164.500000,165.500000,157.574997,14988200
2019-08-09,165.500000,167.500000,165.000000,165.500000,157.574997,13768900
2019-08-13,165.000000,166.500000,163.500000,164.000000,156.146820,10215200
2019-08-14,165.500000,166.000000,155.000000,155.000000,147.577789,26843600
2019-08-15,155.000000,157.500000,154.000000,155.000000,147.577789,22646600
2019-08-16,156.000000,158.500000,156.000000,157.500000,149.958084,15120800
2019-08-19,159.000000,161.500000,158.500000,161.000000,153.290482,13202900
2019-08-20,162.000000,162.500000,157.500000,158.000000,150.434143,8219500
2019-08-21,159.000000,159.500000,155.000000,155.500000,148.053848,13168000
2019-08-22,156.000000,157.000000,154.500000,156.000000,148.529907,10722200
2019-08-23,157.000000,159.500000,156.500000,159.500000,151.862305,6367200
2019-08-26,156.500000,157.500000,155.500000,157.000000,149.482025,5558700
2019-08-27,156.500000,157.000000,152.500000,154.000000,146.625671,11360100
2019-08-28,155.000000,157.000000,155.000000,155.500000,148.053848,5487200
2019-08-29,156.000000,158.000000,156.000000,158.000000,150.434143,3832400
2019-08-30,160.000000,161.000000,159.000000,160.000000,152.338364,8329400
2019-09-02,160.500000,161.000000,159.500000,160.000000,152.338364,4056900
2019-09-03,159.500000,160.000000,155.500000,156.500000,149.005966,6497000
2019-09-04,156.000000,158.000000,155.000000,156.000000,148.529907,8260900
2019-09-05,157.500000,159.500000,157.000000,159.000000,151.386246,6095900
2019-09-06,160.500000,162.000000,158.500000,158.500000,150.910187,5634400
2019-09-09,159.000000,160.500000,158.500000,160.500000,152.814423,4737000
2019-09-10,162.000000,165.500000,161.000000,165.500000,157.574997,14919600
2019-09-11,167.000000,169.000000,166.500000,169.000000,161.395004,12040900
2019-09-12,173.000000,174.500000,169.500000,169.500000,161.872498,13722000
2019-09-13,170.000000,170.500000,165.000000,165.500000,158.052490,14024300
2019-09-16,165.000000,165.000000,160.500000,163.000000,155.664993,9784200
2019-09-17,161.500000,162.000000,160.000000,160.500000,153.277496,13487900
2019-09-18,161.500000,164.500000,161.000000,164.000000,156.619995,10788100
2019-09-19,165.000000,166.000000,163.000000,165.000000,157.574997,6707900
2019-09-20,165.000000,166.000000,162.000000,165.000000,157.574997,11808000
