Num,config,Num_Fe,a1,a2,a3,a4,a5,a6,a7,a8,a9,Etot_htr,dEform_eV,Emca_meV,Damp,  # 0:Fe 1:Co
032,CCCCFFFFF,5,1,1,1,1,0,0,0,0,0,-13040.5619272558,-0.383449,1.1265,0.0077444355
033,CCCFCCCCC,1,1,1,1,0,1,1,1,1,1,-13523.2519001251,-0.262076,0.6182,0.0098796259
034,CCCFCCCCF,2,1,1,1,0,1,1,1,1,0,-13402.5833971357,-0.400999,1.0953,0.0096096230
035,CCCFCCCFC,2,1,1,1,0,1,1,1,0,1,-13402.5875635741,-0.514373,0.7238,0.0077361674
036,CCCFCCCFF,3,1,1,1,0,1,1,1,0,0,-13281.9099323974,-0.404906,1.4087,0.0076924222
037,CCCFCCFCC,2,1,1,1,0,1,1,0,1,1,-13402.5836945320,-0.409091,-1.2089,0.0084293818
038,CCCFCCFCF,3,1,1,1,0,1,1,0,1,0,-13281.9152679880,-0.550094,-0.2368,0.0119161707
039,CCCFCCFFC,3,1,1,1,0,1,1,0,0,1,-13281.9181364118,-0.628148,-0.2360,0.0116262196
040,CCCFCCFFF,4,1,1,1,0,1,1,0,0,0,-13161.2393806165,-0.488078,0.7246,0.0079916378
041,CCCFCFCCC,2,1,1,1,0,1,0,1,1,1,-13402.5873279146,-0.507961,-0.2584,0.0077208403
042,CCCFCFCCF,3,1,1,1,0,1,0,1,1,0,-13281.9189936506,-0.651475,-0.3746,0.0141159772
043,CCCFCFCFC,3,1,1,1,0,1,0,1,0,1,-13281.9275557544,-0.884462,-0.4608,0.0109000533
044,CCCFCFCFF,4,1,1,1,0,1,0,1,0,0,-13161.2463910167,-0.678841,0.8461,0.0098655922
045,CCCFCFFCC,3,1,1,1,0,1,0,0,1,1,-13281.9161217952,-0.573328,-0.8170,0.0130518721
046,CCCFCFFCF,4,1,1,1,0,1,0,0,1,0,-13161.2456772459,-0.659418,-0.7637,0.0233477308
047,CCCFCFFFC,4,1,1,1,0,1,0,0,0,1,-13161.2483884110,-0.733193,0.0166,0.0137202751
048,CCCFCFFFF,5,1,1,1,0,1,0,0,0,0,-13040.5699933044,-0.602937,0.5210,0.0132083387
049,CCCFFCCCC,2,1,1,1,0,0,1,1,1,1,-13402.5804778261,-0.321560,0.2753,0.0093387204
050,CCCFFCCCF,3,1,1,1,0,0,1,1,1,0,-13281.9124828161,-0.474306,0.4583,0.0086879671
051,CCCFFCCFC,3,1,1,1,0,0,1,1,0,1,-13281.9173970303,-0.608029,-0.7421,0.0152852174
052,CCCFFCCFF,4,1,1,1,0,0,1,1,0,0,-13161.2391871561,-0.482814,0.2556,0.0079148944
053,CCCFFCFCC,3,1,1,1,0,0,1,0,1,1,-13281.9157783138,-0.563981,-0.6100,0.0097601660
054,CCCFFCFCF,4,1,1,1,0,0,1,0,1,0,-13161.2462188233,-0.674155,-0.3498,0.0162647435
055,CCCFFCFFC,4,1,1,1,0,0,1,0,0,1,-13161.2491412456,-0.753678,-0.2891,0.0138124593
056,CCCFFCFFF,5,1,1,1,0,0,1,0,0,0,-13040.5706868666,-0.621810,0.4658,0.0111511008
057,CCCFFFCCC,3,1,1,1,0,0,0,1,1,1,-13281.9094800797,-0.392597,-0.5295,0.0110590411
058,CCCFFFCCF,4,1,1,1,0,0,0,1,1,0,-13161.2408701343,-0.528610,0.0192,0.0144257310
059,CCCFFFCFC,4,1,1,1,0,0,0,1,0,1,-13161.2493748605,-0.760035,0.0229,0.0114028271
060,CCCFFFCFF,5,1,1,1,0,0,0,1,0,0,-13040.5689175062,-0.573663,0.3195,0.0166311479
061,CCCFFFFCC,4,1,1,1,0,0,0,0,1,1,-13161.2396311675,-0.494896,-0.6236,0.0104343386
062,CCCFFFFCF,5,1,1,1,0,0,0,0,1,0,-13040.5689003176,-0.573195,-0.7553,0.0238681477
063,CCCFFFFFC,5,1,1,1,0,0,0,0,0,1,-13040.5695637975,-0.591250,-0.0661,0.0194534741
064,CCCFFFFFF,6,1,1,1,0,0,0,0,0,0,-12919.8923454354,-0.493015,1.1724,0.0067291650
065,CCFCCCCCC,1,1,1,0,1,1,1,1,1,1,-13523.2504523941,-0.222681,0.1804,0.0082503127
066,CCFCCCCCF,2,1,1,0,1,1,1,1,1,0,-13402.5811297788,-0.339301,0.3110,0.0096935205
067,CCFCCCCFC,2,1,1,0,1,1,1,1,0,1,-13402.5873406749,-0.508308,0.1605,0.0121370748
068,CCFCCCCFF,3,1,1,0,1,1,1,1,0,0,-13281.9091044307,-0.382375,0.5684,0.0076082914
069,CCFCCCFCC,2,1,1,0,1,1,1,0,1,1,-13402.5838459499,-0.413212,-0.6959,0.0084560232
070,CCFCCCFCF,3,1,1,0,1,1,1,0,1,0,-13281.9145593179,-0.530811,0.0990,0.0099371706
071,CCFCCCFFC,3,1,1,0,1,1,1,0,0,1,-13281.9164709113,-0.582828,-0.3520,0.0105677419
072,CCFCCCFFF,4,1,1,0,1,1,1,0,0,0,-13161.2394080665,-0.488825,0.2626,0.0078588921
073,CCFCCFCCC,2,1,1,0,1,1,0,1,1,1,-13402.5835060690,-0.403963,-1.2443,0.0103569000
074,CCFCCFCCF,3,1,1,0,1,1,0,1,1,0,-13281.9150007033,-0.542821,-1.2664,0.0131390055
075,CCFCCFCFC,3,1,1,0,1,1,0,1,0,1,-13281.9232751462,-0.767980,-1.1376,0.0117468714
076,CCFCCFCFF,4,1,1,0,1,1,0,1,0,0,-13161.2428787570,-0.583267,-0.3109,0.0111651997
077,CCFCCFFCC,3,1,1,0,1,1,0,0,1,1,-13281.9130872908,-0.490755,-1.1711,0.0100899253
078,CCFCCFFCF,4,1,1,0,1,1,0,0,1,0,-13161.2423471698,-0.568802,-1.5970,0.0202646813
079,CCFCCFFFC,4,1,1,0,1,1,0,0,0,1,-13161.2450613369,-0.642658,-0.8790,0.0108349956
080,CCFCCFFFF,5,1,1,0,1,1,0,0,0,0,-13040.5675021657,-0.535150,-0.2987,0.0055893235
081,CCFCFCCCC,2,1,1,0,1,0,1,1,1,1,-13402.5857910506,-0.466141,-0.2382,0.0095422558
082,CCFCFCCCF,3,1,1,0,1,0,1,1,1,0,-13281.9175371067,-0.611840,-0.0859,0.0068472858
083,CCFCFCCFC,3,1,1,0,1,0,1,1,0,1,-13281.9219421075,-0.731707,-1.3394,0.0137322601
084,CCFCFCCFF,4,1,1,0,1,0,1,1,0,0,-13161.2441630210,-0.618214,-0.3852,0.0068720801
085,CCFCFCFCC,3,1,1,0,1,0,1,0,1,1,-13281.9207178027,-0.698392,-1.3443,0.0121802089
086,CCFCFCFCF,4,1,1,0,1,0,1,0,1,0,-13161.2514884850,-0.817550,-0.8787,0.0128047208
087,CCFCFCFFC,4,1,1,0,1,0,1,0,0,1,-13161.2545267127,-0.900224,-1.0414,0.0105418317
088,CCFCFCFFF,5,1,1,0,1,0,1,0,0,0,-13040.5765112795,-0.780300,-0.2833,0.0097818217
089,CCFCFFCCC,3,1,1,0,1,0,0,1,1,1,-13281.9146119970,-0.532244,-0.7869,0.0134333990
090,CCFCFFCCF,4,1,1,0,1,0,0,1,1,0,-13161.2461940040,-0.673480,-0.8704,0.0123884041
091,CCFCFFCFC,4,1,1,0,1,0,0,1,0,1,-13161.2546108416,-0.902514,-0.8951,0.0105729997
092,CCFCFFCFF,5,1,1,0,1,0,0,1,0,0,-13040.5739448748,-0.710465,-0.1830,0.0168896796
093,CCFCFFFCC,4,1,1,0,1,0,0,0,1,1,-13161.2448543659,-0.637026,-1.2872,0.0104902593
094,CCFCFFFCF,5,1,1,0,1,0,0,0,1,0,-13040.5743099864,-0.720400,-1.0504,0.0216626342
095,CCFCFFFFC,5,1,1,0,1,0,0,0,0,1,-13040.5756893896,-0.757936,-0.6002,0.0205135859
096,CCFCFFFFF,6,1,1,0,1,0,0,0,0,0,-12919.8981200042,-0.650149,0.4579,0.0063386849
097,CCFFCCCCC,2,1,1,0,0,1,1,1,1,1,-13402.5795348756,-0.295901,-0.1293,0.0109899044
098,CCFFCCCCF,3,1,1,0,0,1,1,1,1,0,-13281.9111289397,-0.437465,0.0412,0.0103283398
099,CCFFCCCFC,3,1,1,0,0,1,1,1,0,1,-13281.9152007598,-0.548265,-0.3917,0.0101114688
100,CCFFCCCFF,4,1,1,0,0,1,1,1,0,0,-13161.2378054514,-0.445215,0.3514,0.0084366126
101,CCFFCCFCC,3,1,1,0,0,1,1,0,1,1,-13281.9124075267,-0.472257,-2.0371,0.0078047186
102,CCFFCCFCF,4,1,1,0,0,1,1,0,1,0,-13161.2434601372,-0.599087,-1.1865,0.0111036662
103,CCFFCCFFC,4,1,1,0,0,1,1,0,0,1,-13161.2461095106,-0.671181,-1.3168,0.0108924391
104,CCFFCCFFF,5,1,1,0,0,1,1,0,0,0,-13040.5679866925,-0.548334,-0.4266,0.0106063994
105,CCFFCFCCC,3,1,1,0,0,1,0,1,1,1,-13281.9143841591,-0.526044,-1.0895,0.0118569885
106,CCFFCFCCF,4,1,1,0,0,1,0,1,1,0,-13161.2464315628,-0.679944,-0.9333,0.0129884053
107,CCFFCFCFC,4,1,1,0,0,1,0,1,0,1,-13161.2545165344,-0.899947,-1.0934,0.0136838784
108,CCFFCFCFF,5,1,1,0,0,1,0,1,0,0,-13040.5736695745,-0.702974,-0.2174,0.0126424866
109,CCFFCFFCC,4,1,1,0,0,1,0,0,1,1,-13161.2436690310,-0.604772,-1.5961,0.0120308773
110,CCFFCFFCF,5,1,1,0,0,1,0,0,1,0,-13040.5731365224,-0.688469,-1.6041,0.0308440258
111,CCFFCFFFC,5,1,1,0,0,1,0,0,0,1,-13040.5758423802,-0.762099,-1.0768,0.0172274469
112,CCFFCFFFF,6,1,1,0,0,1,0,0,0,0,-12919.8979637165,-0.645896,-0.1343,0.0069612551
113,CCFFFCCCC,3,1,1,0,0,0,1,1,1,1,-13281.9081125523,-0.355385,-0.6960,0.0129677192
114,CCFFFCCCF,4,1,1,0,0,0,1,1,1,0,-13161.2402551891,-0.511876,-0.4078,0.0095977007
115,CCFFFCCFC,4,1,1,0,0,0,1,1,0,1,-13161.2450394449,-0.642063,-1.0542,0.0126018866
116,CCFFFCCFF,5,1,1,0,0,0,1,1,0,0,-13040.5667524603,-0.514749,-0.4496,0.0100001218
117,CCFFFCFCC,4,1,1,0,0,0,1,0,1,1,-13161.2439837537,-0.613336,-1.7427,0.0141304173
118,CCFFFCFCF,5,1,1,0,0,0,1,0,1,0,-13040.5744920037,-0.725353,-1.3709,0.0153082894
119,CCFFFCFFC,5,1,1,0,0,0,1,0,0,1,-13040.5771180301,-0.796811,-1.3845,0.0133922055
120,CCFFFCFFF,6,1,1,0,0,0,1,0,0,0,-12919.8990136013,-0.674465,-1.0905,0.0241461369
121,CCFFFFCCC,4,1,1,0,0,0,0,1,1,1,-13161.2364799289,-0.409146,-1.5650,0.0084350834
122,CCFFFFCCF,5,1,1,0,0,0,0,1,1,0,-13040.5682231253,-0.554768,-1.3214,0.0151144807
123,CCFFFFCFC,5,1,1,0,0,0,0,1,0,1,-13040.5763846023,-0.776853,-1.0276,0.0133208303
124,CCFFFFCFF,6,1,1,0,0,0,0,1,0,0,-12919.8962077008,-0.598113,-1.3575,0.0285950594
125,CCFFFFFCC,5,1,1,0,0,0,0,0,1,1,-13040.5661356233,-0.497964,-1.7165,0.0113851155
126,CCFFFFFCF,6,1,1,0,0,0,0,0,1,0,-12919.8957586340,-0.585893,-1.7256,0.0178651792
127,CCFFFFFFC,6,1,1,0,0,0,0,0,0,1,-12919.8960212403,-0.593039,-0.8946,0.0181227744
128,CCFFFFFFF,7,1,1,0,0,0,0,0,0,0,-12799.2185231253,-0.487192,-0.0671,0.0080026032
129,CFCCCCCCC,1,1,0,1,1,1,1,1,1,1,-13523.2502060311,-0.215977,0.7590,0.0041282804
130,CFCCCCCCF,2,1,0,1,1,1,1,1,1,0,-13402.5804368189,-0.320444,1.1810,0.0078147725
131,CFCCCCCFC,2,1,0,1,1,1,1,1,0,1,-13402.5876892742,-0.517794,1.1327,0.0065062077
132,CFCCCCCFF,3,1,0,1,1,1,1,1,0,0,-13281.9089604855,-0.378458,1.4045,0.0083727599
133,CFCCCCFCC,2,1,0,1,1,1,1,0,1,1,-13402.5841634143,-0.421850,0.1250,0.0092644782
134,CFCCCCFCF,3,1,0,1,1,1,1,0,1,0,-13281.9150713014,-0.544742,0.6665,0.0125115664
135,CFCCCCFFC,3,1,0,1,1,1,1,0,0,1,-13281.9175354356,-0.611795,0.7644,0.0096388098
136,CFCCCCFFF,4,1,0,1,1,1,1,0,0,0,-13161.2405984026,-0.521216,1.5651,0.0080057476
137,CFCCCFCCC,2,1,0,1,1,1,0,1,1,1,-13402.5832711655,-0.397571,-0.1508,0.0077365840
138,CFCCCFCCF,3,1,0,1,1,1,0,1,1,0,-13281.9143192489,-0.524278,0.2865,0.0070093457
139,CFCCCFCFC,3,1,0,1,1,1,0,1,0,1,-13281.9236031422,-0.776906,0.4708,0.0057593819
140,CFCCCFCFF,4,1,0,1,1,1,0,1,0,0,-13161.2429806498,-0.586040,1.1320,0.0090275652
141,CFCCCFFCC,3,1,0,1,1,1,0,0,1,1,-13281.9129946062,-0.488233,-0.4817,0.0095585214
142,CFCCCFFCF,4,1,0,1,1,1,0,0,1,0,-13161.2425679012,-0.574808,0.2369,0.0062589000
143,CFCCCFFFC,4,1,0,1,1,1,0,0,0,1,-13161.2450768190,-0.643080,0.6318,0.0082333107
144,CFCCCFFFF,5,1,0,1,1,1,0,0,0,0,-13040.5673163177,-0.530093,0.6111,0.0091341524
145,CFCCFCCCC,2,1,0,1,1,0,1,1,1,1,-13402.5833629431,-0.400068,-0.0281,0.0085240191
146,CFCCFCCCF,3,1,0,1,1,0,1,1,1,0,-13281.9149689775,-0.541958,0.2479,0.0088464266
147,CFCCFCCFC,3,1,0,1,1,0,1,1,0,1,-13281.9193223797,-0.660420,-1.2039,0.0049200309
148,CFCCFCCFF,4,1,0,1,1,0,1,1,0,0,-13161.2414556351,-0.544542,0.2794,0.0062525325
149,CFCCFCFCC,3,1,0,1,1,0,1,0,1,1,-13281.9180710890,-0.626371,-1.4790,0.0099734685
150,CFCCFCFCF,4,1,0,1,1,0,1,0,1,0,-13161.2491581149,-0.754137,-0.6789,0.0126083144
151,CFCCFCFFC,4,1,0,1,1,0,1,0,0,1,-13161.2518270642,-0.826763,-0.7936,0.0107085396
152,CFCCFCFFF,5,1,0,1,1,0,1,0,0,0,-13040.5734898016,-0.698082,-0.4702,0.0202822029
153,CFCCFFCCC,3,1,0,1,1,0,0,1,1,1,-13281.9128186879,-0.483446,-0.7787,0.0122527056
154,CFCCFFCCF,4,1,0,1,1,0,0,1,1,0,-13161.2442866424,-0.621578,-0.7346,0.0127433094
155,CFCCFFCFC,4,1,0,1,1,0,0,1,0,1,-13161.2526477823,-0.849096,-0.8089,0.0087876370
156,CFCCFFCFF,5,1,0,1,1,0,0,1,0,0,-13040.5719468789,-0.656097,0.1047,0.0132842020
157,CFCCFFFCC,4,1,0,1,1,0,0,0,1,1,-13161.2423460655,-0.568772,-1.0918,0.0062911823
158,CFCCFFFCF,5,1,0,1,1,0,0,0,1,0,-13040.5717007239,-0.649398,-1.2251,0.0431196777
159,CFCCFFFFC,5,1,0,1,1,0,0,0,0,1,-13040.5740302506,-0.712788,-0.1594,0.0161038248
160,CFCCFFFFF,6,1,0,1,1,0,0,0,0,0,-12919.8959569118,-0.591288,0.1238,0.0062152662
161,CFCFCCCCC,2,1,0,1,0,1,1,1,1,1,-13402.5876054387,-0.515513,0.6281,0.0081478254
162,CFCFCCCCF,3,1,0,1,0,1,1,1,1,0,-13281.9188868093,-0.648568,0.6729,0.0095799887
163,CFCFCCCFC,3,1,0,1,0,1,1,1,0,1,-13281.9233077519,-0.768868,0.3566,0.0041788238
164,CFCFCCCFF,4,1,0,1,0,1,1,1,0,0,-13161.2455350330,-0.655548,0.8053,0.0110331837
165,CFCFCCFCC,3,1,0,1,0,1,1,0,1,1,-13281.9192564376,-0.658626,-1.5942,0.0078979695
166,CFCFCCFCF,4,1,0,1,0,1,1,0,1,0,-13161.2505337131,-0.791569,-0.5976,0.0151678278
167,CFCFCCFFC,4,1,0,1,0,1,1,0,0,1,-13161.2534753620,-0.871616,-0.6878,0.0078040593
168,CFCFCCFFF,5,1,0,1,0,1,1,0,0,0,-13040.5745267497,-0.726299,0.0977,0.0123590005
169,CFCFCFCCC,3,1,0,1,0,1,0,1,1,1,-13281.9229284568,-0.758546,-0.0995,0.0073828319
170,CFCFCFCCF,4,1,0,1,0,1,0,1,1,0,-13161.2545102419,-0.899776,-0.4060,0.0097794564
171,CFCFCFCFC,4,1,0,1,0,1,0,1,0,1,-13161.2631431439,-1.134690,-0.5815,0.0083521659
172,CFCFCFCFF,5,1,0,1,0,1,0,1,0,0,-13040.5818777449,-0.926329,0.0874,0.0174863865
173,CFCFCFFCC,4,1,0,1,0,1,0,0,1,1,-13161.2518022593,-0.826088,-0.9724,0.0061890090
174,CFCFCFFCF,5,1,0,1,0,1,0,0,1,0,-13040.5812124315,-0.908225,-0.1972,0.0236051092
175,CFCFCFFFC,5,1,0,1,0,1,0,0,0,1,-13040.5840965708,-0.986707,-0.1338,0.0129959958
176,CFCFCFFFF,6,1,0,1,0,1,0,0,0,0,-12919.9057781342,-0.858538,0.3509,0.0107788319
177,CFCFFCCCC,3,1,0,1,0,0,1,1,1,1,-13281.9160148331,-0.570417,0.0403,0.0064473302
178,CFCFFCCCF,4,1,0,1,0,0,1,1,1,0,-13161.2479085419,-0.720135,0.1887,0.0096800736
179,CFCFFCCFC,4,1,0,1,0,0,1,1,0,1,-13161.2528312023,-0.854087,-0.7877,0.0102437775
180,CFCFFCCFF,5,1,0,1,0,0,1,1,0,0,-13040.5747297255,-0.731822,0.0029,0.0075565394
181,CFCFFCFCC,4,1,0,1,0,0,1,0,1,1,-13161.2509981381,-0.804207,-1.0896,0.0088149039
182,CFCFFCFCF,5,1,0,1,0,0,1,0,1,0,-13040.5813953446,-0.913203,0.0562,0.0130983794
183,CFCFFCFFC,5,1,0,1,0,0,1,0,0,1,-13040.5844573533,-0.996524,-0.2556,0.0122873406
184,CFCFFCFFF,6,1,0,1,0,0,1,0,0,0,-12919.9058872555,-0.861507,-0.0877,0.0219582323
185,CFCFFFCCC,4,1,0,1,0,0,0,1,1,1,-13161.2447732448,-0.634819,-0.4285,0.0100458331
186,CFCFFFCCF,5,1,0,1,0,0,0,1,1,0,-13040.5760746461,-0.768419,-0.1430,0.0141351018
187,CFCFFFCFC,5,1,0,1,0,0,0,1,0,1,-13040.5846366998,-1.001404,0.0547,0.0105544692
188,CFCFFFCFF,6,1,0,1,0,0,0,1,0,0,-12919.9041602787,-0.814514,0.1651,0.0230455934
189,CFCFFFFCC,5,1,0,1,0,0,0,0,1,1,-13040.5747681328,-0.732867,-0.6969,0.0096609840
190,CFCFFFFCF,6,1,0,1,0,0,0,0,1,0,-12919.9039846112,-0.809733,-1.0930,0.0323832640
191,CFCFFFFFC,6,1,0,1,0,0,0,0,0,1,-12919.9049638332,-0.836379,-0.2623,0.0192515410
192,CFCFFFFFF,7,1,0,1,0,0,0,0,0,0,-12799.2275819706,-0.733696,0.7100,0.0058704551
193,CFFCCCCCC,2,1,0,0,1,1,1,1,1,1,-13402.5812786113,-0.343351,0.6094,0.0155303831
194,CFFCCCCCF,3,1,0,0,1,1,1,1,1,0,-13281.9118419152,-0.456866,0.2150,0.0096302641
195,CFFCCCCFC,3,1,0,0,1,1,1,1,0,1,-13281.9184333749,-0.636229,0.7582,0.0116730364
196,CFFCCCCFF,4,1,0,0,1,1,1,1,0,0,-13161.2400807373,-0.507129,1.1328,0.0081119661
197,CFFCCCFCC,3,1,0,0,1,1,1,0,1,1,-13281.9145770786,-0.531294,-0.3741,0.0132038356
198,CFFCCCFCF,4,1,0,0,1,1,1,0,1,0,-13161.2453717203,-0.651104,0.2210,0.0144237778
199,CFFCCCFFC,4,1,0,0,1,1,1,0,0,1,-13161.2471773272,-0.700237,-0.2099,0.0092110027
200,CFFCCCFFF,5,1,0,0,1,1,1,0,0,0,-13040.5701379607,-0.606873,1.2421,0.0081459620
201,CFFCCFCCC,3,1,0,0,1,1,0,1,1,1,-13281.9146856953,-0.534249,-0.6507,0.0080128308
202,CFFCCFCCF,4,1,0,0,1,1,0,1,1,0,-13161.2457910683,-0.662515,-0.7232,0.0101940243
203,CFFCCFCFC,4,1,0,0,1,1,0,1,0,1,-13161.2545127135,-0.899843,-0.7925,0.0081069222
204,CFFCCFCFF,5,1,0,0,1,1,0,1,0,0,-13040.5740131992,-0.712324,0.2327,0.0050870075
205,CFFCCFFCC,4,1,0,0,1,1,0,0,1,1,-13161.2440026380,-0.613850,-0.9499,0.0095679015
206,CFFCCFFCF,5,1,0,0,1,1,0,0,1,0,-13040.5734372220,-0.696651,-1.0958,0.0167765105
207,CFFCCFFFC,5,1,0,0,1,1,0,0,0,1,-13040.5760445405,-0.767600,-0.3533,0.0078213049
208,CFFCCFFFF,6,1,0,0,1,1,0,0,0,0,-12919.8983971933,-0.657692,-0.0174,0.0061726835
209,CFFCFCCCC,3,1,0,0,1,0,1,1,1,1,-13281.9163016164,-0.578221,0.0005,0.0109963712
210,CFFCFCCCF,4,1,0,0,1,0,1,1,1,0,-13161.2479823427,-0.722143,0.0062,0.0148959087
211,CFFCFCCFC,4,1,0,0,1,0,1,1,0,1,-13161.2525039028,-0.845181,-0.8740,0.0123862676
212,CFFCFCCFF,5,1,0,0,1,0,1,1,0,0,-13040.5747098721,-0.731282,-0.3127,0.0087442660
213,CFFCFCFCC,4,1,0,0,1,0,1,0,1,1,-13161.2508521575,-0.800235,-1.2805,0.0124047125
214,CFFCFCFCF,5,1,0,0,1,0,1,0,1,0,-13040.5813892386,-0.913037,-0.5385,0.0086543752
215,CFFCFCFFC,5,1,0,0,1,0,1,0,0,1,-13040.5843886383,-0.994654,-0.7587,0.0144225269
216,CFFCFCFFF,6,1,0,0,1,0,1,0,0,0,-12919.9060899679,-0.867023,-0.2813,0.0138074318
217,CFFCFFCCC,4,1,0,0,1,0,0,1,1,1,-13161.2447994157,-0.635531,-1.0246,0.0156335562
218,CFFCFFCCF,5,1,0,0,1,0,0,1,1,0,-13040.5762251009,-0.772513,-0.8204,0.0186094548
219,CFFCFFCFC,5,1,0,0,1,0,0,1,0,1,-13040.5846162128,-1.000847,-0.4409,0.0215946438
220,CFFCFFCFF,6,1,0,0,1,0,0,1,0,0,-12919.9041387940,-0.813929,-0.1809,0.0130082551
221,CFFCFFFCC,5,1,0,0,1,0,0,0,1,1,-13040.5750757037,-0.741236,-0.9824,0.0226477666
222,CFFCFFFCF,6,1,0,0,1,0,0,0,1,0,-12919.9046502283,-0.827846,-1.6616,0.0238692294
223,CFFCFFFFC,6,1,0,0,1,0,0,0,0,1,-12919.9060157894,-0.865005,-0.6068,0.0135096661
224,CFFCFFFFF,7,1,0,0,1,0,0,0,0,0,-12799.2284394046,-0.757028,0.3062,0.0123794000
225,CFFFCCCCC,3,1,0,0,0,1,1,1,1,1,-13281.9096281613,-0.396627,0.5133,0.0190749165
226,CFFFCCCCF,4,1,0,0,0,1,1,1,1,0,-13161.2409822630,-0.531661,0.6467,0.0164715739
227,CFFFCCCFC,4,1,0,0,0,1,1,1,0,1,-13161.2454262272,-0.652587,0.3364,0.0081410180
228,CFFFCCCFF,5,1,0,0,0,1,1,1,0,0,-13040.5677032853,-0.540623,1.2301,0.0214793923
229,CFFFCCFCC,4,1,0,0,0,1,1,0,1,1,-13161.2423335336,-0.568431,-1.5064,0.0089586820
230,CFFFCCFCF,5,1,0,0,0,1,1,0,1,0,-13040.5732479515,-0.691501,-0.2568,0.0080713619
231,CFFFCCFFC,5,1,0,0,0,1,1,0,0,1,-13040.5763195552,-0.775083,-0.5903,0.0144087483
232,CFFFCCFFF,6,1,0,0,0,1,1,0,0,0,-12919.8979559074,-0.645684,-0.1823,0.0066251497
