Date,Open,High,Low,Close,Adj Close,Volume
2019-08-13,18.000000,18.200001,17.900000,18.000000,15.726043,37146000
2019-08-14,18.200001,18.299999,17.400000,17.500000,15.289207,79790000
2019-08-15,17.400000,17.600000,17.200001,17.299999,15.114472,51782100
2019-08-16,17.400000,17.900000,17.299999,17.700001,15.463943,42825100
2019-08-19,17.700001,17.900000,17.600000,17.700001,15.463943,10752600
2019-08-20,17.700001,17.799999,17.299999,17.500000,15.289207,22721900
2019-08-21,17.600000,17.600000,17.200001,17.500000,15.289207,22343700
2019-08-22,17.299999,17.400000,17.100000,17.200001,15.027107,33722600
2019-08-23,17.200001,17.400000,17.200001,17.400000,15.201840,16636300
2019-08-26,17.100000,17.200001,17.000000,17.100000,14.939741,30177200
2019-08-27,17.000000,17.100000,16.600000,16.600000,14.502906,78385600
2019-08-28,16.600000,16.799999,16.400000,16.500000,14.415538,49527100
2019-08-29,16.500000,16.900000,16.500000,16.900000,14.765006,21397200
2019-08-30,17.000000,17.200001,17.000000,17.200001,15.027107,32247000
2019-09-02,17.100000,17.200001,17.000000,17.000000,14.852373,12570200
2019-09-03,17.000000,17.100000,16.600000,16.700001,14.590273,40048300
2019-09-04,16.700001,17.000000,16.700001,16.700001,14.590273,23239600
2019-09-05,16.900000,17.000000,16.799999,17.000000,14.852373,14190300
2019-09-06,17.299999,17.299999,17.100000,17.299999,15.114472,24467300
2019-09-09,17.299999,17.299999,17.100000,17.299999,15.114472,11864500
2019-09-10,17.299999,17.400000,17.100000,17.200001,15.027107,30244500
2019-09-11,17.200001,18.000000,17.100000,17.799999,15.551308,92730900
2019-09-12,17.799999,17.900000,17.600000,17.700001,15.463943,32360400
2019-09-13,17.700001,17.700001,17.400000,17.500000,15.289207,18545300
2019-09-16,17.500000,17.600000,17.400000,17.500000,15.289207,21258500
2019-09-17,17.500000,17.799999,17.400000,17.600000,15.376574,24645300
2019-09-18,17.600000,17.900000,17.500000,17.500000,15.289207,25345700
2019-09-19,17.600000,17.799999,17.299999,17.400000,15.201840,45706200
2019-09-20,17.400000,17.600000,17.299999,17.600000,15.376574,22865000
2019-09-23,17.500000,17.500000,17.299999,17.400000,15.201840,16649200
2019-09-24,17.299999,17.400000,17.100000,17.200001,15.027107,33221200
2019-09-25,17.100000,17.299999,17.000000,17.200001,15.027107,21838000
2019-09-26,17.200001,17.400000,17.100000,17.299999,15.114472,17694300
2019-09-27,17.299999,17.500000,17.100000,17.400000,15.201840,21140700
2019-09-30,17.400000,17.500000,17.200001,17.200001,15.027107,17882800
2019-10-01,17.200001,17.400000,17.000000,17.000000,14.852373,21277800
2019-10-02,17.000000,17.100000,16.799999,17.000000,14.852373,42014700
2019-10-03,17.000000,17.100000,16.799999,16.900000,14.765006,17379700
2019-10-04,17.000000,17.100000,16.799999,16.900000,14.765006,26154400
2019-10-07,16.900000,17.100000,16.799999,17.000000,14.852373,18205500
2019-10-08,17.000000,17.000000,16.900000,16.900000,14.765006,12336700
2019-10-09,16.900000,17.000000,16.700001,16.900000,14.765006,27225000
2019-10-10,16.900000,16.900000,16.700001,16.799999,14.677639,17295000
2019-10-11,16.799999,17.000000,16.700001,16.799999,14.677639,17819500
2019-10-15,16.900000,16.900000,16.600000,16.700001,14.590273,18566600
2019-10-16,16.700001,16.900000,16.700001,16.700001,14.590273,15688100
2019-10-17,16.799999,16.900000,16.700001,16.799999,14.677639,15315100
2019-10-18,16.799999,17.000000,16.700001,16.799999,14.677639,15560100
2019-10-21,16.799999,17.100000,16.799999,17.000000,14.852373,22644900
2019-10-22,17.000000,17.000000,16.799999,16.900000,14.765006,17259900
2019-10-24,16.799999,16.900000,16.200001,16.500000,14.415538,56856300
2019-10-25,16.400000,16.500000,16.100000,16.299999,14.240804,46847800
2019-10-28,16.200001,16.200001,15.900000,16.100000,14.066072,33753700
2019-10-29,15.800000,16.100000,15.800000,16.100000,14.066072,14060700
2019-10-30,16.000000,16.700001,15.900000,16.500000,14.415538,32192700
2019-10-31,16.700001,16.900000,16.500000,16.600000,14.502906,24929100
2019-11-01,16.500000,16.600000,16.299999,16.500000,14.415538,8572900
2019-11-04,16.500000,16.799999,16.400000,16.600000,14.502906,25213800
2019-11-05,16.600000,16.600000,16.400000,16.600000,14.502906,18412500
2019-11-06,16.500000,16.900000,16.500000,16.700001,14.590273,20976800
2019-11-07,16.600000,16.799999,16.500000,16.700001,14.590273,23861000
2019-11-08,16.700001,16.900000,16.600000,16.799999,14.677639,16079000
2019-11-11,16.700001,16.700001,16.500000,16.700001,14.590273,12188700
2019-11-12,16.600000,16.900000,16.600000,16.799999,14.677639,11254100
2019-11-13,16.700001,16.700001,16.500000,16.600000,14.502906,10880000
2019-11-14,16.500000,16.700001,16.400000,16.600000,14.502906,15763000
2019-11-15,16.700001,16.799999,16.600000,16.700001,14.590273,7530200
2019-11-18,16.700001,16.700001,16.500000,16.700001,14.590273,8366200
2019-11-19,16.600000,16.700001,16.400000,16.500000,14.415538,12492300
2019-11-20,16.299999,16.500000,16.299999,16.400000,14.328172,10892900
2019-11-21,16.299999,16.500000,16.200001,16.299999,14.240804,24250300
2019-11-22,16.299999,16.600000,16.299999,16.600000,14.502906,16557300
2019-11-25,16.600000,16.700001,16.500000,16.600000,14.502906,14140900
2019-11-26,16.600000,16.700001,16.400000,16.400000,14.328172,39714200
2019-11-27,16.500000,16.500000,16.299999,16.500000,14.415538,22638400
2019-11-28,16.600000,16.600000,16.299999,16.400000,14.328172,17039900
2019-11-29,16.400000,16.500000,16.299999,16.400000,14.328172,12340100
2019-12-02,16.400000,16.400000,16.299999,16.400000,14.328172,12005500
2019-12-03,16.299999,16.400000,16.100000,16.200001,14.153439,27421100
2019-12-04,16.100000,16.200001,16.000000,16.100000,14.066072,29634200
2019-12-06,16.000000,16.200001,15.900000,16.000000,13.978704,28571000
2019-12-09,16.000000,16.100000,15.900000,15.900000,13.891336,19268300
2019-12-11,15.900000,16.100000,15.900000,16.000000,13.978704,35952600
2019-12-12,16.000000,16.100000,16.000000,16.100000,14.066072,16404700
2019-12-13,16.000000,16.299999,16.000000,16.200001,14.153439,26619500
2019-12-16,16.200001,16.200001,16.000000,16.100000,14.066072,16895100
2019-12-17,16.100000,16.200001,16.000000,16.100000,14.066072,15232400
2019-12-18,16.100000,16.200001,16.100000,16.200001,14.153439,10676900
2019-12-19,16.100000,16.500000,16.000000,16.400000,14.328172,27510400
2019-12-20,16.400000,16.400000,16.200001,16.400000,14.328172,21290800
2019-12-23,16.299999,16.500000,16.299999,16.400000,14.328172,11028000
2019-12-24,16.400000,16.400000,16.200001,16.200001,14.153439,14205300
2019-12-25,16.200001,16.400000,16.200001,16.299999,14.240804,10800800
2019-12-26,16.299999,16.400000,16.299999,16.400000,14.328172,3567600
2019-12-27,16.400000,16.600000,16.299999,16.400000,14.328172,29314600
2019-12-30,16.500000,16.700001,16.400000,16.400000,14.328172,18205800
2020-01-02,16.500000,16.799999,16.400000,16.700001,14.590273,30584100
2020-01-03,16.600000,16.900000,16.600000,16.700001,14.590273,27644600
2020-01-06,16.500000,16.600000,16.400000,16.500000,14.415538,27214800
2020-01-07,16.500000,16.500000,16.000000,16.400000,14.328172,41586300
2020-01-08,16.200001,16.299999,16.000000,16.100000,14.066072,33569400
2020-01-09,16.200001,16.299999,16.000000,16.100000,14.066072,31051400
2020-01-10,16.200001,16.400000,16.100000,16.299999,14.240804,21136000
2020-01-13,16.400000,16.600000,16.200001,16.299999,14.240804,24536300
2020-01-14,16.299999,16.400000,16.000000,16.200001,14.153439,44438800
2020-01-15,16.100000,16.400000,16.100000,16.200001,14.153439,14976800
2020-01-16,16.200001,16.400000,16.200001,16.299999,14.240804,20365400
2020-01-17,16.299999,16.500000,16.200001,16.400000,14.328172,21030200
2020-01-20,16.200001,16.200001,16.000000,16.100000,14.066072,40757200
2020-01-21,16.100000,16.200001,16.000000,16.100000,14.066072,21219300
2020-01-22,16.299999,16.600000,16.299999,16.500000,14.415538,54668400
2020-01-23,16.400000,16.700001,16.400000,16.500000,14.415538,35099000
2020-01-24,16.500000,16.700001,16.400000,16.500000,14.415538,20934700
2020-01-27,16.299999,16.400000,16.100000,16.100000,14.066072,31407500
2020-01-28,16.100000,16.200001,16.000000,16.200001,14.153439,20827200
2020-01-29,16.299999,16.299999,16.000000,16.200001,14.153439,35438600
2020-01-30,16.100000,16.200001,16.000000,16.100000,14.066072,28144800
2020-01-31,16.100000,16.200001,16.000000,16.100000,14.066072,26248300
2020-02-03,16.000000,16.100000,15.900000,15.900000,13.891336,35806700
2020-02-04,16.000000,16.100000,15.900000,16.000000,13.978704,25075900
2020-02-05,16.000000,16.200001,15.900000,16.100000,14.066072,33348500
2020-02-06,16.100000,16.200001,15.900000,16.100000,14.066072,44127400
2020-02-07,16.100000,16.200001,16.000000,16.200001,14.153439,21315800
2020-02-11,16.200001,16.200001,16.100000,16.100000,14.066072,20693500
2020-02-12,16.100000,16.200001,16.100000,16.100000,14.066072,19318200
2020-02-13,16.200001,16.200001,16.100000,16.100000,14.066072,12918000
2020-02-14,16.200001,16.200001,16.000000,16.100000,14.066072,19392500
2020-02-17,16.100000,16.299999,16.000000,16.100000,14.066072,19193300
2020-02-18,16.100000,16.200001,16.000000,16.100000,14.066072,30474300
2020-02-19,16.100000,16.100000,15.900000,16.000000,13.978704,31493100
2020-02-20,16.000000,16.000000,15.800000,15.900000,13.891336,23344100
2020-02-21,15.800000,15.900000,15.700000,15.800000,13.803971,38459300
2020-02-24,15.600000,15.800000,15.200000,15.300000,13.367136,48138300
2020-02-25,15.300000,15.400000,15.200000,15.300000,13.367136,31446100
2020-02-26,15.200000,15.300000,14.000000,14.300000,12.493466,125088000
2020-02-27,14.300000,14.800000,14.200000,14.400000,12.580833,49142100
2020-02-28,14.200000,14.200000,13.900000,14.000000,12.231366,46623800
2020-03-02,14.200000,14.200000,13.700000,13.800000,12.056633,40017400
2020-03-03,13.900000,14.200000,13.800000,13.900000,12.143999,66983300
2020-03-04,13.900000,14.300000,13.800000,14.200000,12.406100,48111300
2020-03-05,14.400000,14.500000,14.200000,14.300000,12.493466,28834600
2020-03-06,14.100000,14.100000,13.800000,13.900000,12.143999,35907500
2020-03-09,13.400000,13.400000,11.800000,12.100000,10.571395,108836800
2020-03-10,12.100000,12.600000,12.100000,12.100000,10.571395,50179400
2020-03-11,12.200000,12.300000,11.900000,12.000000,10.484028,31661100
2020-03-12,10.600000,11.000000,10.400000,10.400000,9.086158,81765100
2020-03-13,9.000000,11.200000,8.850000,11.100000,9.697726,120389200
2020-03-16,10.200000,10.700000,9.950000,10.000000,8.736691,71987000
2020-03-17,10.200000,10.400000,9.850000,9.850000,8.605640,62153000
2020-03-18,10.100000,10.300000,9.900000,10.000000,8.736691,53021700
2020-03-19,9.850000,10.200000,9.750000,10.000000,8.736691,49355900
2020-03-20,10.300000,10.900000,10.100000,10.800000,9.435625,68526800
2020-03-23,10.100000,10.400000,10.000000,10.000000,8.736691,45250800
2020-03-24,10.300000,10.400000,10.100000,10.200000,8.911424,44072000
2020-03-25,10.500000,10.600000,10.300000,10.400000,9.086158,53308000
2020-03-26,10.300000,11.100000,10.200000,10.900000,9.522992,49835900
2020-03-27,11.200000,11.900000,11.100000,11.100000,9.697726,76804100
2020-03-30,11.000000,11.200000,10.700000,10.800000,9.435625,36251900
2020-03-31,11.100000,11.500000,11.100000,11.400000,9.959826,55910300
2020-04-01,11.400000,11.500000,11.200000,11.200000,9.785092,47648200
2020-04-02,11.300000,11.400000,11.000000,11.300000,9.872460,69734800
2020-04-03,11.400000,11.500000,11.200000,11.300000,9.872460,70622000
2020-04-07,11.900000,12.000000,11.500000,12.000000,10.484028,102278300
2020-04-08,12.000000,12.000000,11.000000,11.400000,10.626648,64508900
2020-04-09,11.600000,11.700000,11.100000,11.100000,10.347000,53925100
2020-04-10,11.100000,11.200000,10.600000,10.800000,10.067351,46668900
2020-04-13,10.800000,10.900000,10.600000,10.800000,10.067351,18377800
2020-04-14,10.900000,11.200000,10.800000,11.100000,10.347000,33054400
2020-04-15,11.000000,11.100000,10.900000,10.900000,10.160567,34679100
2020-04-16,10.900000,11.000000,10.500000,10.500000,9.787703,31277700
2020-04-17,10.700000,10.900000,10.600000,10.800000,10.067351,31126300
2020-04-20,10.800000,11.400000,10.800000,11.100000,10.347000,50019400
2020-04-21,11.000000,11.100000,10.900000,10.900000,10.900000,28838900
2020-04-22,10.800000,10.900000,10.600000,10.700000,10.700000,45148900
2020-04-23,10.700000,10.900000,10.600000,10.700000,10.700000,37589100
2020-04-24,10.700000,10.800000,10.500000,10.500000,10.500000,31235600
2020-04-27,10.600000,10.700000,10.400000,10.400000,10.400000,28585600
2020-04-28,10.400000,10.500000,10.100000,10.300000,10.300000,34358300
2020-04-29,10.400000,10.600000,10.300000,10.600000,10.600000,15965000
2020-04-30,10.600000,11.000000,10.400000,11.000000,11.000000,65084800
2020-05-05,10.800000,10.900000,10.600000,10.600000,10.600000,41423000
2020-05-07,10.600000,10.600000,10.200000,10.400000,10.400000,37921800
2020-05-08,10.400000,10.600000,10.200000,10.300000,10.300000,20879500
2020-05-11,10.400000,10.500000,10.300000,10.300000,10.300000,31485300
2020-05-12,10.300000,10.500000,10.300000,10.400000,10.400000,23883400
2020-05-13,10.400000,10.500000,10.300000,10.500000,10.500000,21769900
2020-05-14,10.300000,10.400000,9.900000,10.000000,10.000000,100924200
2020-05-15,10.100000,10.100000,9.950000,10.000000,10.000000,25614100
2020-05-18,10.000000,10.100000,9.950000,9.950000,9.950000,27529500
2020-05-19,9.950000,10.100000,9.400000,9.950000,9.950000,100510500
2020-05-20,9.950000,10.000000,9.750000,9.800000,9.800000,77535400
2020-05-21,9.850000,9.900000,9.800000,9.900000,9.900000,44350200
2020-05-22,9.800000,9.850000,9.600000,9.700000,9.700000,48508300
2020-05-25,9.650000,9.700000,9.550000,9.600000,9.600000,35990800
2020-05-26,9.650000,10.000000,9.650000,9.900000,9.900000,60985900
2020-05-27,10.000000,10.100000,9.900000,10.000000,10.000000,64546300
2020-05-28,10.300000,10.700000,10.200000,10.500000,10.500000,95431700
2020-05-29,10.400000,10.500000,10.200000,10.400000,10.400000,76529300
2020-06-01,10.600000,10.700000,10.400000,10.500000,10.500000,41564600
2020-06-02,10.600000,10.900000,10.500000,10.800000,10.800000,50197300
2020-06-04,11.200000,12.200000,11.200000,12.000000,12.000000,245056900
2020-06-05,12.000000,12.100000,11.700000,11.900000,11.900000,110573400
2020-06-08,12.100000,12.200000,11.700000,11.900000,11.900000,93249000
2020-06-09,11.900000,12.200000,11.700000,11.800000,11.800000,112273800
2020-06-10,12.000000,12.000000,11.800000,12.000000,12.000000,37781400
2020-06-11,11.900000,11.900000,11.400000,11.500000,11.500000,62543600
2020-06-12,11.000000,11.300000,10.900000,11.200000,11.200000,42437000
